Year,Q1,Q2,Q3,Q4,citymarketid_1,citymarketid_2,city1,city2,fare1,fare2,fare3,fare4
2000,1,2,3,4,30397,30466,"Atlanta, GA (Metropolitan Area)","Phoenix, AZ",342.6,303.49,296.04,287.45
2014,1,2,3,4,33198,31454,"Kansas City, MO","Orlando, FL",219.75,192.02,175.35,207.28
2003,1,2,3,4,30721,33570,"Boston, MA (Metropolitan Area)","San Diego, CA",244.01,229.61,227.86,233.68
2002,1,2,3,4,31295,34614,"Detroit, MI","Salt Lake City, UT",202.08,218.57,188.65,199.89
2003,1,2,3,4,30198,30852,"Pittsburgh, PA","Washington, DC (Metropolitan Area)",289.01,305.36,307.9,293.53
2004,1,2,3,4,32448,30852,"Jackson/Vicksburg, MS","Washington, DC (Metropolitan Area)",159.31,159.25,155.37,159.22
2013,1,2,3,4,33851,30852,"Oklahoma City, OK","Washington, DC (Metropolitan Area)",274.52,276.33,289.91,254.57
1996,1,2,3,4,30713,30325,"Boise, ID","Denver, CO",214.53,195.33,175.35,163.9
1998,1,2,3,4,31454,34614,"Orlando, FL","Salt Lake City, UT",166.51,170.04,180.02,171.4
2011,1,2,3,4,31703,34027,"New York City, NY (Metropolitan Area)","West Palm Beach/Palm Beach, FL",183.22,186.3,156.7,188.43
2011,1,2,3,4,30325,33044,"Denver, CO","Louisville, KY",175.73,189.13,195.24,214.03
1999,1,2,3,4,32575,34653,"Los Angeles, CA (Metropolitan Area)","Tulsa, OK",170.6,169.6,179.04,168.31
2012,1,2,3,4,30397,34614,"Atlanta, GA (Metropolitan Area)","Salt Lake City, UT",315.54,334.62,302.06,303.23
2014,1,2,3,4,32211,33195,"Las Vegas, NV","Tampa, FL (Metropolitan Area)",279.68,275.97,266.63,268.72
2007,1,2,3,4,30140,30977,"Albuquerque, NM","Chicago, IL",204.64,213.55,208.48,195.57
2013,1,2,3,4,31721,33195,"Flint, MI","Tampa, FL (Metropolitan Area)",178.52,134.72,125.29,135.18
2008,1,2,3,4,32575,32457,"Los Angeles, CA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",107.89,109.66,113.96,111.66
2004,1,2,3,4,33570,30436,"San Diego, CA","Tucson, AZ",81.2,81.85,82.01,83.93
1997,1,2,3,4,30693,33195,"Nashville, TN","Tampa, FL (Metropolitan Area)",112.29,108.7,101.99,106.29
1998,1,2,3,4,30721,30693,"Boston, MA (Metropolitan Area)","Nashville, TN",165.32,152.66,132.75,136.38
2010,1,2,3,4,30785,31454,"Burlington, VT","Orlando, FL",165.23,166.53,175.75,184.85
2000,1,2,3,4,30397,33105,"Atlanta, GA (Metropolitan Area)","Cincinnati, OH",307.5,263.02,227.19,225.01
2002,1,2,3,4,31453,32896,"Houston, TX","Lubbock, TX",101.92,106.2,103.58,105.16
1996,1,2,3,4,30721,34524,"Boston, MA (Metropolitan Area)","Richmond, VA",241.36,204.03,198.14,207.54
2000,1,2,3,4,31123,34653,"St. Louis, MO","Tulsa, OK",84.29,82.58,81.95,81.99
2000,1,2,3,4,33214,32457,"San Antonio, TX","San Francisco, CA (Metropolitan Area)",199.07,209.21,223.31,202.82
2006,1,2,3,4,30792,32575,"Buffalo, NY","Los Angeles, CA (Metropolitan Area)",192.5,223.38,221.79,222.01
2014,1,2,3,4,30397,31454,"Atlanta, GA (Metropolitan Area)","Orlando, FL",194.8,177.96,171.79,176.76
2006,1,2,3,4,33667,30852,"Norfolk, VA (Metropolitan Area)","Washington, DC (Metropolitan Area)",120.6,126.19,133.98,129.37
2006,1,2,3,4,30140,32575,"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",161.46,164.03,160.13,164.06
2011,1,2,3,4,30325,33570,"Denver, CO","San Diego, CA",132.58,136.45,140.23,147.63
2006,1,2,3,4,30397,34576,"Atlanta, GA (Metropolitan Area)","Rochester, NY",173.33,165.37,148.21,139.52
2004,1,2,3,4,31453,30693,"Houston, TX","Nashville, TN",148.92,146.48,148.34,146.23
2005,1,2,3,4,33198,33195,"Kansas City, MO","Tampa, FL (Metropolitan Area)",135.55,132.0,130.23,146.15
2006,1,2,3,4,33667,31454,"Norfolk, VA (Metropolitan Area)","Orlando, FL",122.55,129.04,116.33,126.53
2002,1,2,3,4,31650,33195,"Minneapolis/St. Paul, MN","Tampa, FL (Metropolitan Area)",178.69,178.81,191.11,182.83
1998,1,2,3,4,30423,32211,"Austin, TX","Las Vegas, NV",114.68,120.35,124.84,134.02
1998,1,2,3,4,31066,30194,"Columbus, OH","Dallas/Fort Worth, TX",288.26,275.73,269.77,270.88
2005,1,2,3,4,30397,31295,"Atlanta, GA (Metropolitan Area)","Detroit, MI",152.24,154.63,140.78,143.52
2014,1,2,3,4,32467,31123,"Miami, FL (Metropolitan Area)","St. Louis, MO",238.86,234.05,227.79,255.67
1996,1,2,3,4,31295,33244,"Detroit, MI","Memphis, TN",226.55,203.69,214.88,248.87
2002,1,2,3,4,30977,34570,"Chicago, IL","Reno, NV",191.71,189.1,179.44,177.84
2010,1,2,3,4,30194,34027,"Dallas/Fort Worth, TX","West Palm Beach/Palm Beach, FL",202.18,199.07,175.16,184.72
2006,1,2,3,4,31703,34321,"New York City, NY (Metropolitan Area)","Portland, ME",241.71,155.87,121.5,112.03
2011,1,2,3,4,30140,32457,"Albuquerque, NM","San Francisco, CA (Metropolitan Area)",192.54,199.32,194.68,211.79
1997,1,2,3,4,31703,33667,"New York City, NY (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",162.9,137.58,142.67,151.59
2010,1,2,3,4,30194,34524,"Dallas/Fort Worth, TX","Richmond, VA",235.52,251.32,238.82,231.7
2000,1,2,3,4,30785,31703,"Burlington, VT","New York City, NY (Metropolitan Area)",202.24,206.6,174.56,95.17
2008,1,2,3,4,31136,30559,"Jacksonville, FL","Seattle, WA",217.72,233.64,237.77,234.82
2003,1,2,3,4,30189,32457,"Colorado Springs, CO","San Francisco, CA (Metropolitan Area)",181.96,206.61,192.5,194.76
1996,1,2,3,4,30721,33244,"Boston, MA (Metropolitan Area)","Memphis, TN",219.88,216.31,219.68,270.7
2000,1,2,3,4,31986,32575,"Grand Rapids, MI","Los Angeles, CA (Metropolitan Area)",266.77,265.86,257.53,243.4
1998,1,2,3,4,30397,33316,"Atlanta, GA (Metropolitan Area)","Omaha, NE",254.03,233.94,218.7,220.87
1998,1,2,3,4,33316,30466,"Omaha, NE","Phoenix, AZ",120.34,123.15,133.53,135.29
1997,1,2,3,4,30977,30647,"Chicago, IL","Cleveland, OH (Metropolitan Area)",88.86,94.85,95.1,100.69
2010,1,2,3,4,31453,34614,"Houston, TX","Salt Lake City, UT",228.7,235.1,251.5,247.65
2000,1,2,3,4,31703,34986,"New York City, NY (Metropolitan Area)","Sarasota/Bradenton, FL",184.25,182.94,142.1,170.9
1997,1,2,3,4,30647,30693,"Cleveland, OH (Metropolitan Area)","Nashville, TN",95.95,87.75,70.7,74.35
2013,1,2,3,4,30466,31123,"Phoenix, AZ","St. Louis, MO",204.29,204.82,213.57,221.55
1998,1,2,3,4,33198,30559,"Kansas City, MO","Seattle, WA",180.55,161.72,174.34,160.01
2007,1,2,3,4,32467,33667,"Miami, FL (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",158.83,155.25,145.61,167.65
2012,1,2,3,4,31703,31123,"New York City, NY (Metropolitan Area)","St. Louis, MO",220.43,227.98,192.57,188.85
2007,1,2,3,4,31453,30559,"Houston, TX","Seattle, WA",217.6,241.75,247.43,242.97
2009,1,2,3,4,30194,32896,"Dallas/Fort Worth, TX","Lubbock, TX",104.7,102.33,111.44,118.21
1999,1,2,3,4,30792,32211,"Buffalo, NY","Las Vegas, NV",179.1,181.73,185.36,195.06
2014,1,2,3,4,30977,32600,"Chicago, IL","Little Rock, AR",229.46,226.8,231.61,206.15
2011,1,2,3,4,30325,31453,"Denver, CO","Houston, TX",177.67,176.04,177.18,181.6
2004,1,2,3,4,30713,32457,"Boise, ID","San Francisco, CA (Metropolitan Area)",143.16,138.12,136.65,133.85
2001,1,2,3,4,30721,34492,"Boston, MA (Metropolitan Area)","Raleigh/Durham, NC",163.79,143.15,119.52,122.38
2001,1,2,3,4,33198,30559,"Kansas City, MO","Seattle, WA",182.63,162.6,155.29,144.81
2002,1,2,3,4,30977,31423,"Chicago, IL","Des Moines, IA",178.0,176.68,161.52,149.12
2013,1,2,3,4,31454,30198,"Orlando, FL","Pittsburgh, PA",158.09,159.87,169.87,170.03
2005,1,2,3,4,31603,32575,"Eugene, OR","Los Angeles, CA (Metropolitan Area)",166.06,175.21,187.0,182.45
2006,1,2,3,4,32211,34057,"Las Vegas, NV","Portland, OR",140.72,140.08,138.27,139.58
2011,1,2,3,4,31650,30693,"Minneapolis/St. Paul, MN","Nashville, TN",224.24,234.33,247.35,244.21
2014,1,2,3,4,32337,32467,"Indianapolis, IN","Miami, FL (Metropolitan Area)",225.86,215.2,201.13,214.65
2009,1,2,3,4,30194,33256,"Dallas/Fort Worth, TX","Mission/McAllen/Edinburg, TX",159.31,142.5,145.15,162.94
2003,1,2,3,4,31714,31650,"Fort Myers, FL","Minneapolis/St. Paul, MN",178.3,169.74,170.67,180.47
2012,1,2,3,4,31650,34100,"Minneapolis/St. Paul, MN","Philadelphia, PA",323.42,334.91,289.11,307.29
2010,1,2,3,4,31295,30852,"Detroit, MI","Washington, DC (Metropolitan Area)",167.89,168.41,165.71,166.56
1999,1,2,3,4,32337,34100,"Indianapolis, IN","Philadelphia, PA",261.09,241.39,236.49,236.54
2010,1,2,3,4,30977,33105,"Chicago, IL","Cincinnati, OH",239.65,251.11,253.63,267.8
2013,1,2,3,4,31453,31454,"Houston, TX","Orlando, FL",237.16,201.27,207.48,221.01
2006,1,2,3,4,30721,31650,"Boston, MA (Metropolitan Area)","Minneapolis/St. Paul, MN",223.65,242.39,231.04,229.26
2010,1,2,3,4,33198,33570,"Kansas City, MO","San Diego, CA",199.17,197.16,205.65,194.34
2002,1,2,3,4,34492,32457,"Raleigh/Durham, NC","San Francisco, CA (Metropolitan Area)",242.55,231.27,218.24,225.22
2010,1,2,3,4,30423,32467,"Austin, TX","Miami, FL (Metropolitan Area)",170.57,175.09,169.81,182.07
2001,1,2,3,4,32211,34653,"Las Vegas, NV","Tulsa, OK",143.58,144.33,146.75,132.85
2008,1,2,3,4,33244,32457,"Memphis, TN","San Francisco, CA (Metropolitan Area)",246.97,246.31,280.72,272.7
2006,1,2,3,4,30194,32206,"Dallas/Fort Worth, TX","Harlingen/San Benito, TX",141.09,138.48,137.84,125.18
2002,1,2,3,4,30977,33570,"Chicago, IL","San Diego, CA",246.09,205.31,157.34,161.23
2004,1,2,3,4,30325,31295,"Denver, CO","Detroit, MI",144.93,131.48,153.26,226.47
1999,1,2,3,4,31295,32467,"Detroit, MI","Miami, FL (Metropolitan Area)",161.44,152.37,137.13,155.44
2009,1,2,3,4,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",183.98,190.92,186.62,209.69
1998,1,2,3,4,30325,33342,"Denver, CO","Milwaukee, WI",220.2,208.38,202.51,204.22
1997,1,2,3,4,33495,30852,"New Orleans, LA","Washington, DC (Metropolitan Area)",158.79,157.87,152.32,150.99
2011,1,2,3,4,30721,31454,"Boston, MA (Metropolitan Area)","Orlando, FL",160.8,169.39,147.78,168.78
2008,1,2,3,4,33570,30559,"San Diego, CA","Seattle, WA",186.44,183.03,185.97,180.23
2004,1,2,3,4,32457,30436,"San Francisco, CA (Metropolitan Area)","Tucson, AZ",151.61,150.31,150.69,158.41
1997,1,2,3,4,31295,33244,"Detroit, MI","Memphis, TN",291.89,262.8,242.24,232.57
1996,1,2,3,4,31295,32457,"Detroit, MI","San Francisco, CA (Metropolitan Area)",335.98,310.13,310.53,293.31
2005,1,2,3,4,32211,33044,"Las Vegas, NV","Louisville, KY",168.67,177.59,168.26,168.37
2013,1,2,3,4,34057,31884,"Portland, OR","Spokane, WA",138.82,130.33,127.15,128.28
2004,1,2,3,4,33044,31703,"Louisville, KY","New York City, NY (Metropolitan Area)",257.48,239.15,212.48,180.82
2013,1,2,3,4,31453,33195,"Houston, TX","Tampa, FL (Metropolitan Area)",241.11,229.26,258.0,251.85
2013,1,2,3,4,33214,33195,"San Antonio, TX","Tampa, FL (Metropolitan Area)",204.62,203.12,209.96,202.57
1997,1,2,3,4,30721,33667,"Boston, MA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",172.99,163.3,158.21,158.63
2005,1,2,3,4,30397,34057,"Atlanta, GA (Metropolitan Area)","Portland, OR",238.49,250.55,282.69,270.43
2008,1,2,3,4,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",206.9,171.63,170.78,171.96
2010,1,2,3,4,34100,34027,"Philadelphia, PA","West Palm Beach/Palm Beach, FL",165.14,159.7,146.48,171.85
2011,1,2,3,4,30792,31057,"Buffalo, NY","Charlotte, NC",201.44,203.57,207.89,199.2
2011,1,2,3,4,30397,34524,"Atlanta, GA (Metropolitan Area)","Richmond, VA",167.97,175.24,160.12,159.95
2002,1,2,3,4,30325,30559,"Denver, CO","Seattle, WA",199.52,189.11,189.63,184.31
2003,1,2,3,4,31703,35096,"New York City, NY (Metropolitan Area)","Syracuse, NY",115.62,116.73,114.62,110.74
2013,1,2,3,4,31453,34100,"Houston, TX","Philadelphia, PA",240.48,295.06,346.56,352.01
2003,1,2,3,4,30423,30559,"Austin, TX","Seattle, WA",189.46,184.36,180.22,189.45
2011,1,2,3,4,31267,31454,"Dayton, OH","Orlando, FL",135.28,182.7,126.91,144.41
2005,1,2,3,4,30198,30852,"Pittsburgh, PA","Washington, DC (Metropolitan Area)",188.25,207.94,204.0,244.58
2014,1,2,3,4,30721,31650,"Boston, MA (Metropolitan Area)","Minneapolis/St. Paul, MN",273.67,290.23,292.0,286.9
2003,1,2,3,4,32337,32575,"Indianapolis, IN","Los Angeles, CA (Metropolitan Area)",147.27,137.77,146.68,154.5
2004,1,2,3,4,31066,30325,"Columbus, OH","Denver, CO",255.22,233.17,228.92,220.06
2000,1,2,3,4,30977,33316,"Chicago, IL","Omaha, NE",116.39,111.99,111.74,117.12
2014,1,2,3,4,31066,32575,"Columbus, OH","Los Angeles, CA (Metropolitan Area)",299.06,302.61,299.3,300.08
2012,1,2,3,4,30194,34653,"Dallas/Fort Worth, TX","Tulsa, OK",146.12,151.24,124.13,117.12
2007,1,2,3,4,31267,31454,"Dayton, OH","Orlando, FL",139.24,133.07,129.61,134.13
2002,1,2,3,4,33495,33570,"New Orleans, LA","San Diego, CA",162.39,181.57,167.58,168.32
2010,1,2,3,4,31057,33195,"Charlotte, NC","Tampa, FL (Metropolitan Area)",201.93,203.33,191.71,180.35
2009,1,2,3,4,33198,32467,"Kansas City, MO","Miami, FL (Metropolitan Area)",166.79,140.82,127.34,147.39
1999,1,2,3,4,31703,33570,"New York City, NY (Metropolitan Area)","San Diego, CA",342.08,339.69,343.48,330.94
2003,1,2,3,4,30529,32457,"Hartford, CT","San Francisco, CA (Metropolitan Area)",249.72,245.65,241.76,252.56
1999,1,2,3,4,31703,31454,"New York City, NY (Metropolitan Area)","Orlando, FL",144.52,128.99,118.3,121.78
2000,1,2,3,4,31453,34492,"Houston, TX","Raleigh/Durham, NC",223.6,217.99,221.83,200.15
1997,1,2,3,4,30140,30852,"Albuquerque, NM","Washington, DC (Metropolitan Area)",189.93,176.38,166.75,172.1
2002,1,2,3,4,32575,31703,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",321.74,302.69,270.71,283.04
2007,1,2,3,4,33198,33195,"Kansas City, MO","Tampa, FL (Metropolitan Area)",135.71,133.33,124.77,136.69
2010,1,2,3,4,31453,31650,"Houston, TX","Minneapolis/St. Paul, MN",235.12,263.43,282.65,236.97
2002,1,2,3,4,30559,31884,"Seattle, WA","Spokane, WA",74.16,74.7,75.61,76.51
1997,1,2,3,4,30977,32467,"Chicago, IL","Miami, FL (Metropolitan Area)",159.11,165.12,161.22,171.67
2002,1,2,3,4,30647,30529,"Cleveland, OH (Metropolitan Area)","Hartford, CT",211.43,215.67,194.98,201.92
2014,1,2,3,4,30194,34100,"Dallas/Fort Worth, TX","Philadelphia, PA",232.43,240.89,224.44,228.67
2009,1,2,3,4,30397,33570,"Atlanta, GA (Metropolitan Area)","San Diego, CA",296.45,230.75,223.31,256.99
2009,1,2,3,4,30466,34653,"Phoenix, AZ","Tulsa, OK",172.48,166.77,174.78,172.6
2013,1,2,3,4,30666,32211,"Bellingham, WA","Las Vegas, NV",115.69,115.44,103.8,116.28
2002,1,2,3,4,30721,30198,"Boston, MA (Metropolitan Area)","Pittsburgh, PA",246.11,225.6,216.59,209.21
2007,1,2,3,4,30713,31884,"Boise, ID","Spokane, WA",81.16,82.69,85.52,86.18
2007,1,2,3,4,34057,33570,"Portland, OR","San Diego, CA",167.26,164.86,175.1,175.86
2009,1,2,3,4,33198,33495,"Kansas City, MO","New Orleans, LA",147.36,154.82,145.89,147.45
1998,1,2,3,4,31650,30852,"Minneapolis/St. Paul, MN","Washington, DC (Metropolitan Area)",321.12,272.17,267.91,261.57
2001,1,2,3,4,34614,33214,"Salt Lake City, UT","San Antonio, TX",178.87,174.79,174.7,154.83
2010,1,2,3,4,34614,33214,"Salt Lake City, UT","San Antonio, TX",224.18,236.82,220.4,213.28
2008,1,2,3,4,33198,33214,"Kansas City, MO","San Antonio, TX",169.7,171.33,181.53,178.74
2010,1,2,3,4,34100,30198,"Philadelphia, PA","Pittsburgh, PA",110.88,112.58,112.69,106.46
2007,1,2,3,4,33244,31703,"Memphis, TN","New York City, NY (Metropolitan Area)",274.51,248.56,251.5,248.97
2012,1,2,3,4,30140,34057,"Albuquerque, NM","Portland, OR",180.8,194.91,192.51,201.86
2006,1,2,3,4,30397,32457,"Atlanta, GA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",239.04,281.01,271.58,258.66
2001,1,2,3,4,32337,34986,"Indianapolis, IN","Sarasota/Bradenton, FL",129.64,121.53,103.77,116.54
2002,1,2,3,4,30994,31703,"Charleston, SC","New York City, NY (Metropolitan Area)",195.19,174.89,170.87,179.94
1996,1,2,3,4,30194,33195,"Dallas/Fort Worth, TX","Tampa, FL (Metropolitan Area)",207.97,209.21,226.1,209.83
2005,1,2,3,4,33105,32467,"Cincinnati, OH","Miami, FL (Metropolitan Area)",168.43,158.67,156.02,184.72
2011,1,2,3,4,30194,34570,"Dallas/Fort Worth, TX","Reno, NV",221.2,244.48,257.09,217.9
1996,1,2,3,4,30977,31295,"Chicago, IL","Detroit, MI",85.66,89.42,100.5,98.55
2003,1,2,3,4,31057,30977,"Charlotte, NC","Chicago, IL",139.42,157.01,167.95,169.06
2005,1,2,3,4,30466,34570,"Phoenix, AZ","Reno, NV",107.55,114.26,127.39,131.11
2012,1,2,3,4,31453,31650,"Houston, TX","Minneapolis/St. Paul, MN",326.55,354.53,338.86,332.07
2002,1,2,3,4,31650,31454,"Minneapolis/St. Paul, MN","Orlando, FL",156.57,173.42,171.18,171.74
2010,1,2,3,4,30721,34576,"Boston, MA (Metropolitan Area)","Rochester, NY",195.91,196.12,196.25,197.09
2009,1,2,3,4,31650,33495,"Minneapolis/St. Paul, MN","New Orleans, LA",212.66,211.75,219.23,225.85
2007,1,2,3,4,32337,32467,"Indianapolis, IN","Miami, FL (Metropolitan Area)",145.95,142.26,142.06,153.14
1996,1,2,3,4,31703,30466,"New York City, NY (Metropolitan Area)","Phoenix, AZ",230.3,265.56,258.95,246.05
2009,1,2,3,4,30194,30466,"Dallas/Fort Worth, TX","Phoenix, AZ",205.53,182.9,180.19,186.76
2005,1,2,3,4,30559,31884,"Seattle, WA","Spokane, WA",83.04,82.36,82.77,84.42
1998,1,2,3,4,30194,33570,"Dallas/Fort Worth, TX","San Diego, CA",302.43,287.68,294.84,284.28
2006,1,2,3,4,33316,31123,"Omaha, NE","St. Louis, MO",85.16,86.67,82.21,81.76
1996,1,2,3,4,30647,33570,"Cleveland, OH (Metropolitan Area)","San Diego, CA",193.35,187.1,215.14,232.71
2010,1,2,3,4,30194,33044,"Dallas/Fort Worth, TX","Louisville, KY",234.0,238.95,228.93,216.18
2013,1,2,3,4,33495,31454,"New Orleans, LA","Orlando, FL",192.23,177.43,182.56,173.41
2005,1,2,3,4,33214,33570,"San Antonio, TX","San Diego, CA",190.99,187.49,174.1,175.28
2005,1,2,3,4,32211,34570,"Las Vegas, NV","Reno, NV",90.99,90.52,89.44,91.89
2012,1,2,3,4,34100,34492,"Philadelphia, PA","Raleigh/Durham, NC",141.24,142.69,118.14,130.88
1996,1,2,3,4,30423,33495,"Austin, TX","New Orleans, LA",111.11,104.2,104.11,99.45
2002,1,2,3,4,30615,31453,"El Paso, TX","Houston, TX",139.34,165.29,162.61,143.01
2002,1,2,3,4,30325,33192,"Denver, CO","Sacramento, CA",218.31,185.44,193.92,179.69
2006,1,2,3,4,30647,30559,"Cleveland, OH (Metropolitan Area)","Seattle, WA",213.72,238.44,247.28,237.96
2003,1,2,3,4,32575,31650,"Los Angeles, CA (Metropolitan Area)","Minneapolis/St. Paul, MN",227.16,234.15,225.88,205.46
2005,1,2,3,4,30721,30792,"Boston, MA (Metropolitan Area)","Buffalo, NY",181.43,231.75,224.31,238.2
2007,1,2,3,4,30977,30466,"Chicago, IL","Phoenix, AZ",169.7,171.13,159.33,168.3
2000,1,2,3,4,32575,34057,"Los Angeles, CA (Metropolitan Area)","Portland, OR",127.79,132.64,141.29,139.53
1998,1,2,3,4,31123,33195,"St. Louis, MO","Tampa, FL (Metropolitan Area)",147.49,148.25,158.32,163.75
1996,1,2,3,4,30194,33667,"Dallas/Fort Worth, TX","Norfolk, VA (Metropolitan Area)",222.81,222.22,236.68,228.11
2003,1,2,3,4,30977,30194,"Chicago, IL","Dallas/Fort Worth, TX",200.14,211.45,209.21,198.16
2014,1,2,3,4,30158,32467,"Atlantic City, NJ","Miami, FL (Metropolitan Area)",103.93,111.82,104.81,104.13
1996,1,2,3,4,30423,31123,"Austin, TX","St. Louis, MO",140.49,143.51,139.01,133.85
1996,1,2,3,4,33342,33195,"Milwaukee, WI","Tampa, FL (Metropolitan Area)",116.3,113.29,108.49,121.33
2013,1,2,3,4,31453,31703,"Houston, TX","New York City, NY (Metropolitan Area)",321.66,280.97,281.21,288.14
2000,1,2,3,4,31650,32457,"Minneapolis/St. Paul, MN","San Francisco, CA (Metropolitan Area)",286.89,271.88,262.46,275.22
2000,1,2,3,4,30615,31453,"El Paso, TX","Houston, TX",161.4,163.11,167.46,159.16
2005,1,2,3,4,32467,34057,"Miami, FL (Metropolitan Area)","Portland, OR",219.18,225.91,214.61,219.06
2003,1,2,3,4,30257,31454,"Albany, NY","Orlando, FL",139.75,136.9,120.33,137.75
2010,1,2,3,4,31703,33667,"New York City, NY (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",137.25,133.93,136.21,134.41
2008,1,2,3,4,30423,31454,"Austin, TX","Orlando, FL",194.46,157.2,147.62,159.96
1997,1,2,3,4,34057,33570,"Portland, OR","San Diego, CA",102.16,115.92,112.33,115.38
1996,1,2,3,4,31703,35096,"New York City, NY (Metropolitan Area)","Syracuse, NY",140.68,137.04,141.18,146.32
2010,1,2,3,4,30647,34100,"Cleveland, OH (Metropolitan Area)","Philadelphia, PA",268.81,285.77,293.11,272.86
2006,1,2,3,4,30792,30977,"Buffalo, NY","Chicago, IL",121.67,116.94,110.88,103.3
2004,1,2,3,4,33198,33214,"Kansas City, MO","San Antonio, TX",178.17,172.1,169.73,157.58
2006,1,2,3,4,31714,34100,"Fort Myers, FL","Philadelphia, PA",158.74,154.55,125.74,150.45
2009,1,2,3,4,33105,32467,"Cincinnati, OH","Miami, FL (Metropolitan Area)",213.44,182.72,148.62,167.76
1997,1,2,3,4,32211,31650,"Las Vegas, NV","Minneapolis/St. Paul, MN",134.28,143.59,155.24,188.62
2011,1,2,3,4,32211,34252,"Las Vegas, NV","Pasco/Kennewick/Richland, WA",129.1,126.39,114.03,125.88
2009,1,2,3,4,33485,31703,"Madison, WI","New York City, NY (Metropolitan Area)",172.03,172.22,179.62,196.28
1998,1,2,3,4,30189,31703,"Colorado Springs, CO","New York City, NY (Metropolitan Area)",246.82,234.62,248.42,238.91
2000,1,2,3,4,30977,30466,"Chicago, IL","Phoenix, AZ",167.21,181.96,185.03,164.23
1998,1,2,3,4,30257,31454,"Albany, NY","Orlando, FL",127.53,118.8,115.74,105.35
2003,1,2,3,4,30397,30198,"Atlanta, GA (Metropolitan Area)","Pittsburgh, PA",112.48,106.8,114.39,111.85
2002,1,2,3,4,30792,33195,"Buffalo, NY","Tampa, FL (Metropolitan Area)",110.44,105.65,102.66,108.53
2007,1,2,3,4,30140,31454,"Albuquerque, NM","Orlando, FL",187.93,180.97,171.79,179.86
2005,1,2,3,4,30397,31995,"Atlanta, GA (Metropolitan Area)","Greensboro/High Point, NC",128.16,140.31,151.83,176.31
2002,1,2,3,4,30721,34524,"Boston, MA (Metropolitan Area)","Richmond, VA",212.71,191.08,172.47,179.0
2012,1,2,3,4,30423,31295,"Austin, TX","Detroit, MI",292.13,301.79,288.37,275.34
2008,1,2,3,4,30194,31267,"Dallas/Fort Worth, TX","Dayton, OH",223.31,263.87,266.01,204.16
1998,1,2,3,4,30140,32575,"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",113.78,109.14,112.68,117.28
2009,1,2,3,4,30194,34027,"Dallas/Fort Worth, TX","West Palm Beach/Palm Beach, FL",196.51,182.11,178.74,183.34
2005,1,2,3,4,30647,31454,"Cleveland, OH (Metropolitan Area)","Orlando, FL",152.9,147.7,135.58,144.26
1997,1,2,3,4,33316,32457,"Omaha, NE","San Francisco, CA (Metropolitan Area)",169.62,168.93,162.67,167.96
2010,1,2,3,4,30529,31454,"Hartford, CT","Orlando, FL",177.34,173.68,159.99,147.55
2007,1,2,3,4,34100,30559,"Philadelphia, PA","Seattle, WA",233.74,249.69,267.75,261.87
2011,1,2,3,4,31454,34524,"Orlando, FL","Richmond, VA",135.7,164.24,132.4,144.69
